mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000002799,16450,Jag2,JAG2,3714
ENSMUSG00000002803,399566,Btbd6,BTBD6,90135
ENSMUSG00000002804,66174,Nudt14,NUDT14,256281
ENSMUSG00000002808,105298,Epdr1,EPDR1,54749
ENSMUSG00000002812,14248,Flii,FLII,2314
ENSMUSG00000002814,21975,Top3a,TOP3A,7156
ENSMUSG00000002820,235040,Atg4d,ATG4D,84971
ENSMUSG00000002825,60507,Qtrt1,QTRT1,81890
ENSMUSG00000002831,57435,Plin4,PLIN4,729359
ENSMUSG00000002833,15193,Hdgfl2,HDGFRP2,84717
ENSMUSG00000002835,27221,Chaf1a,CHAF1A,10036
ENSMUSG00000002844,11544,Adprh,ADPRH,141
ENSMUSG00000002845,67846,Tmem39a,TMEM39A,55254
ENSMUSG00000002846,76916,Timmdc1,TIMMDC1,51300
ENSMUSG00000002847,85031,Pla1a,PLA1A,51365
ENSMUSG00000002870,17216,Mcm2,MCM2,4171
ENSMUSG00000002871,24100,Tpra1,TPRA1,131601
ENSMUSG00000002881,17936,Nab1,NAB1,4664
ENSMUSG00000002885,26364,Adgre5,CD97,976
ENSMUSG00000002897,16172,Il17ra,IL17RA,23765
ENSMUSG00000002900,16777,Lamb1,LAMB1,3912
ENSMUSG00000002908,84036,Kcnn1,KCNN1,3780
ENSMUSG00000002910,70807,Arrdc2,ARRDC2,27106
ENSMUSG00000002930,19051,Ppp1r17,PPP1R17,10842
ENSMUSG00000002944,12491,Cd36,CD36,948
ENSMUSG00000002948,26400,Map2k7,MAP2K7,5609
ENSMUSG00000002949,21856,Timm44,TIMM44,10469
ENSMUSG00000002957,11772,Ap2a2,AP2A2,161
ENSMUSG00000002963,59047,Pnkp,PNKP,11284
ENSMUSG00000002968,75613,Med25,MED25,81857
ENSMUSG00000002980,57278,Bcam,BCAM,4059
ENSMUSG00000002981,56457,Clptm1,CLPTM1,1209
ENSMUSG00000002983,19698,Relb,RELB,5971
ENSMUSG00000002984,53333,Tomm40,TOMM40,10452
ENSMUSG00000002985,11816,Apoe,APOE,348
ENSMUSG00000002992,11813,Apoc2,APOC2,344
ENSMUSG00000002996,73389,Hbp1,HBP1,26959
ENSMUSG00000002997,19088,Prkar2b,PRKAR2B,5577
ENSMUSG00000003031,12576,Cdkn1b,CDKN1B,1027
ENSMUSG00000003032,16600,Klf4,KLF4,9314
ENSMUSG00000003033,11767,Ap1m1,AP1M1,8907
ENSMUSG00000003037,17274,Rab8a,RAB8A,4218
ENSMUSG00000003038,15331,Hmgn2,NA,NA
ENSMUSG00000003039,67922,Fam32a,FAM32A,26017
ENSMUSG00000003051,13710,Elf3,ELF3,1999
ENSMUSG00000003053,13095,Cyp2c29,CYP2C8,1558
ENSMUSG00000003062,76205,Stard3nl,STARD3NL,83930
ENSMUSG00000003068,20869,Stk11,STK11,6794
ENSMUSG00000003070,13637,Efna2,EFNA2,1943
ENSMUSG00000003072,66043,Atp5f1d,ATP5D,513
ENSMUSG00000003099,19060,Ppp5c,PPP5C,5536
ENSMUSG00000003119,69131,Cdk12,CDK12,51755
ENSMUSG00000003123,16890,Lipe,LIPE,3991
ENSMUSG00000003131,18475,Pafah1b2,PAFAH1B2,5049
ENSMUSG00000003134,54610,Tbc1d8,TBC1D8,11138
ENSMUSG00000003135,52846,Cnot11,CNOT11,55571
ENSMUSG00000003153,20527,Slc2a3,SLC2A3,6515
ENSMUSG00000003154,60611,Foxj2,FOXJ2,55810
ENSMUSG00000003161,109552,Sri,SRI,6717
ENSMUSG00000003166,13356,Dgcr2,DGCR2,9993
ENSMUSG00000003184,54131,Irf3,IRF3,3661
ENSMUSG00000003190,75736,Bcl2l12,BCL2L12,83596
ENSMUSG00000003198,224893,Zfp959,NA,NA
ENSMUSG00000003199,68047,Mpnd,MPND,84954
ENSMUSG00000003200,20405,Sh3gl1,SH3GL1,6455
ENSMUSG00000003206,50498,Ebi3,EBI3,10148
ENSMUSG00000003208,72886,Yju2,CCDC94,55702
ENSMUSG00000003226,19386,Ranbp2,RGPD1,400966
ENSMUSG00000003227,13608,Edar,EDAR,10913
ENSMUSG00000003228,14773,Grk5,GRK5,2869
ENSMUSG00000003233,13544,Dvl3,DVL3,1857
ENSMUSG00000003234,27406,Abcf3,ABCF3,55324
ENSMUSG00000003269,19158,Cyth2,CYTH2,9266
ENSMUSG00000003271,54200,Sult2b1,SULT2B1,6820
ENSMUSG00000003273,12348,Car11,CA11,770
ENSMUSG00000003279,224997,Dlgap1,DLGAP1,9229
ENSMUSG00000003282,56711,Plag1,PLAG1,5324
ENSMUSG00000003283,15162,Hck,HCK,3055
ENSMUSG00000003299,66163,Mrpl4,MRPL4,51073
ENSMUSG00000003308,50868,Keap1,KEAP1,9817
ENSMUSG00000003309,11768,Ap1m2,AP1M2,10053
ENSMUSG00000003316,20340,Glg1,GLG1,2734
ENSMUSG00000003341,67331,Atp8b3,ATP8B3,148229
ENSMUSG00000003344,208198,Btbd2,BTBD2,55643
ENSMUSG00000003345,103236,Csnk1g2,CSNK1G2,1455
ENSMUSG00000003346,216169,Abhd17a,ABHD17A,81926
ENSMUSG00000003348,208228,Mob3a,MOB3A,126308
ENSMUSG00000003352,12297,Cacnb3,CACNB3,784
ENSMUSG00000003354,105833,Ccdc65,CCDC65,85478
ENSMUSG00000003355,66120,Fkbp11,FKBP11,51303
ENSMUSG00000003360,74351,Ddx23,DDX23,9416
ENSMUSG00000003363,18807,Pld3,PLD3,23646
ENSMUSG00000003378,14809,Grik5,GRIK5,2901
ENSMUSG00000003379,12518,Cd79a,CD79A,973
ENSMUSG00000003380,14470,Rabac1,RABAC1,10567
ENSMUSG00000003382,27049,Etv3,ETV3,2117
ENSMUSG00000003402,19089,Prkcsh,PRKCSH,5589
ENSMUSG00000003410,15571,Elavl3,ELAVL3,1995
ENSMUSG00000003411,69908,Rab3b,RAB3B,5865
ENSMUSG00000003418,241230,St8sia6,ST8SIA6,338596
ENSMUSG00000003420,14132,Fcgrt,FCGRT,2217
ENSMUSG00000003421,66394,Nosip,NOSIP,51070
ENSMUSG00000003423,68845,Pih1d1,PIH1D1,55011
ENSMUSG00000003435,20924,Supt5,SUPT5H,6829
ENSMUSG00000003436,13389,Dll3,DLL3,10683
ENSMUSG00000003437,54624,Paf1,PAF1,54623
ENSMUSG00000003438,66525,Timm50,TIMM50,92609
ENSMUSG00000003444,67224,Med29,MED29,55588
ENSMUSG00000003452,12121,Bicd1,BICD1,636
ENSMUSG00000003458,59287,Ncstn,NCSTN,23385
ENSMUSG00000003464,19298,Pex19,PEX19,5824
ENSMUSG00000003469,105653,Phyhip,PHYHIP,9796
ENSMUSG00000003476,12922,Crhr2,CRHR2,1395
ENSMUSG00000003477,21743,Inmt,INMT,11185
ENSMUSG00000003484,72054,Cyp4f18,CYP4F2,8529
ENSMUSG00000003500,23917,Impdh1,IMPDH1,3614
ENSMUSG00000003505,26438,Psg18,NA,NA
ENSMUSG00000003518,72349,Dusp3,DUSP3,1845
ENSMUSG00000003526,19125,Prodh,LOC102724788,102724788
ENSMUSG00000003527,27886,Ess2,DGCR14,8220
ENSMUSG00000003528,13358,Slc25a1,NA,NA
ENSMUSG00000003531,13353,Dgcr6,NA,NA
ENSMUSG00000003534,12305,Ddr1,DDR1,780
ENSMUSG00000003541,15937,Ier3,IER3,8870
ENSMUSG00000003545,14282,Fosb,FOSB,2354
ENSMUSG00000003546,74764,Klc4,KLC4,89953
ENSMUSG00000003549,13870,Ercc1,ERCC1,2067
ENSMUSG00000003555,13074,Cyp17a1,CYP17A1,1586
ENSMUSG00000003559,57344,As3mt,AS3MT,57412
ENSMUSG00000003573,26558,Homer3,HOMER3,9454
ENSMUSG00000003575,382056,Crtc1,CRTC1,23373
ENSMUSG00000003581,71673,Rnf215,RNF215,200312
ENSMUSG00000003585,67815,Sec14l2,SEC14L2,23541
ENSMUSG00000003604,74268,Aven,AVEN,57099
ENSMUSG00000003617,12870,Cp,CP,1356
ENSMUSG00000003623,74114,Crot,CROT,54677
ENSMUSG00000003657,12308,Calb2,CALB2,794
ENSMUSG00000003660,320632,Snrnp200,SNRNP200,23020
ENSMUSG00000003662,26371,Ciao1,CIAO1,9391
ENSMUSG00000003665,15116,Has1,HAS1,3036
ENSMUSG00000003680,225895,Taf6l,TAF6L,10629
ENSMUSG00000003721,72999,Insig2,INSIG2,51141
ENSMUSG00000003731,16650,Kpna6,KPNA6,23633
ENSMUSG00000003746,17155,Man1a,MAN1A1,4121
ENSMUSG00000003752,233011,Itpkc,ITPKC,80271
ENSMUSG00000003762,76889,Coq8b,ADCK4,79934
ENSMUSG00000003778,78656,Brd8,BRD8,10902
ENSMUSG00000003779,19348,Kif20a,KIF20A,10112
ENSMUSG00000003808,66590,Farsa,FARSA,2193
ENSMUSG00000003809,270076,Gcdh,GCDH,2639
ENSMUSG00000003810,17776,Mast2,MAST2,23139
ENSMUSG00000003812,13423,Dnase2a,DNASE2,1777
ENSMUSG00000003813,19358,Rad23a,RAD23A,5886
ENSMUSG00000003814,12317,Calr,CALR,811
ENSMUSG00000003824,71846,Syce2,SYCE2,256126
ENSMUSG00000003847,54446,Nfat5,NFAT5,10725
ENSMUSG00000003848,67619,Nob1,NOB1,28987
ENSMUSG00000003849,18104,Nqo1,NQO1,1728
ENSMUSG00000003863,76787,Ppfia3,PPFIA3,8541
ENSMUSG00000003865,14936,Gys1,GYS1,2997
ENSMUSG00000003868,20174,Ruvbl2,RUVBL2,10856
ENSMUSG00000003872,22342,Lin7b,LIN7B,64130
ENSMUSG00000003873,12028,Bax,BAX,581
ENSMUSG00000003882,16197,Il7r,IL7R,3575
ENSMUSG00000003923,21780,Tfam,TFAM,7019
ENSMUSG00000003929,224694,Zfp81,NA,NA
ENSMUSG00000003934,13643,Efnb3,EFNB3,1949
ENSMUSG00000003948,67468,Mmd,MMD,23531
ENSMUSG00000003949,217082,Hlf,HLF,3131
ENSMUSG00000003955,70186,Fam162a,FAM162A,26355
ENSMUSG00000003974,108069,Grm3,GRM3,2913
ENSMUSG00000003992,66970,Ssbp2,SSBP2,23635
ENSMUSG00000004018,67030,Fancl,FANCL,55120
ENSMUSG00000004031,240843,Brinp2,BRINP2,57795
ENSMUSG00000004032,14866,Gstm5,GSTM3,2947
ENSMUSG00000004035,68312,Gstm7,GSTM2,2946
ENSMUSG00000004038,14864,Gstm3,NA,NA
ENSMUSG00000004040,20848,Stat3,STAT3,6774
ENSMUSG00000004043,20850,Stat5a,STAT5A,6776
ENSMUSG00000004044,19285,Cavin1,PTRF,284119
ENSMUSG00000004054,26403,Map3k11,MAP3K11,4296
ENSMUSG00000004056,11652,Akt2,AKT2,208
ENSMUSG00000004069,83945,Dnaja3,DNAJA3,9093
ENSMUSG00000004070,15369,Hmox2,HMOX2,3163
ENSMUSG00000004071,66626,Cdip1,CDIP1,29965
ENSMUSG00000004085,65964,Map3k20,ZAK,51776
ENSMUSG00000004096,66070,Cwc15,CWC15,51503
ENSMUSG00000004098,53867,Col5a3,COL5A3,50509
ENSMUSG00000004099,13433,Dnmt1,DNMT1,1786
ENSMUSG00000004100,235036,Ppan,PPAN,56342
ENSMUSG00000004105,26360,Angptl2,ANGPTL2,23452
ENSMUSG00000004110,12290,Cacna1e,CACNA1E,777
ENSMUSG00000004113,12287,Cacna1b,CACNA1B,774
ENSMUSG00000004127,108943,Trmt10a,TRMT10A,93587
ENSMUSG00000004151,14009,Etv1,ETV1,2115
ENSMUSG00000004187,16581,Kifc2,KIFC2,90990
ENSMUSG00000004207,19156,Psap,PSAP,5660
ENSMUSG00000004221,16151,Ikbkg,IKBKG,8517
ENSMUSG00000004231,18504,Pax2,PAX2,5076
ENSMUSG00000004233,70560,Wars2,WARS2,10352
ENSMUSG00000004263,13498,Atn1,ATN1,1822
ENSMUSG00000004264,12034,Phb2,PHB2,11331
ENSMUSG00000004266,15170,Ptpn6,PTPN6,5777
ENSMUSG00000004267,13807,Eno2,ENO2,2026
ENSMUSG00000004268,14791,Emg1,EMG1,10436
ENSMUSG00000004270,14792,Lpcat3,LPCAT3,10162
ENSMUSG00000004285,66144,Atp6v1f,ATP6V1F,9296
ENSMUSG00000004296,16160,Il12b,IL12B,3593
ENSMUSG00000004317,12728,Clcn5,CLCN5,1184
ENSMUSG00000004319,12725,Clcn3,CLCN3,1182
ENSMUSG00000004328,53417,Hif3a,HIF3A,64344
ENSMUSG00000004341,75512,Gpx6,GPX6,257202
ENSMUSG00000004344,14780,Gpx5,GPX5,2880
ENSMUSG00000004347,18575,Pde1c,PDE1C,5137
ENSMUSG00000004356,70683,Utp20,UTP20,27340
ENSMUSG00000004359,20728,Spic,SPIC,121599
ENSMUSG00000004360,212448,9330159F19Rik,KIAA0408,9729
ENSMUSG00000004364,26554,Cul3,CUL3,8452
ENSMUSG00000004366,20604,Sst,SST,6750
ENSMUSG00000004371,16156,Il11,IL11,3589
ENSMUSG00000004383,16795,Large1,LARGE,9215
ENSMUSG00000004393,52513,Ddx56,DDX56,54606
ENSMUSG00000004394,103694,Tmed4,TMED4,222068
ENSMUSG00000004415,140709,Col26a1,COL26A1,136227
ENSMUSG00000004446,12122,Bid,BID,637
ENSMUSG00000004451,64143,Ralb,RALB,5899
ENSMUSG00000004455,19047,Ppp1cc,NA,NA
ENSMUSG00000004460,67838,Dnajb11,DNAJB11,51726
ENSMUSG00000004462,70573,Tbccd1,TBCCD1,55171
ENSMUSG00000004473,20256,Clec11a,CLEC11A,6320
ENSMUSG00000004500,243834,Zfp324,ZNF324,25799
ENSMUSG00000004508,14389,Gab2,GAB2,9846
ENSMUSG00000004530,23790,Coro1c,CORO1C,23603
ENSMUSG00000004535,52440,Tax1bp1,TAX1BP1,8887
ENSMUSG00000004540,26437,Psg17,NA,NA
ENSMUSG00000004542,26439,Psg19,NA,NA
ENSMUSG00000004552,13034,Ctse,CTSE,1510
ENSMUSG00000004558,29811,Ndrg2,NDRG2,57447
ENSMUSG00000004561,52535,Mettl17,METTL17,64745
ENSMUSG00000004562,268739,Arhgef40,ARHGEF40,55701
ENSMUSG00000004565,50767,Pnpla6,PNPLA6,10908
ENSMUSG00000004567,94178,Mcoln1,MCOLN1,57192
ENSMUSG00000004568,102098,Arhgef18,ARHGEF18,23370
ENSMUSG00000004591,109333,Pkn2,PKN2,5586
ENSMUSG00000004609,12489,Cd33,NA,NA
ENSMUSG00000004610,110826,Etfb,ETFB,2109
ENSMUSG00000004612,72310,Nkg7,NKG7,4818
ENSMUSG00000004626,20911,Stxbp2,STXBP2,6813
ENSMUSG00000004630,18545,Pcp2,PCP2,126006
ENSMUSG00000004631,20392,Sgce,SGCE,8910
ENSMUSG00000004633,69993,Chn2,CHN2,1124
ENSMUSG00000004637,80707,Wwox,WWOX,51741
ENSMUSG00000004642,20492,Slbp,SLBP,7884
ENSMUSG00000004651,22173,Tyr,TYR,7299
ENSMUSG00000004654,14602,Ghrhr,GHRHR,2692
ENSMUSG00000004655,11826,Aqp1,AQP1,358
ENSMUSG00000004661,56380,Arid3b,ARID3B,10620
ENSMUSG00000004665,12798,Cnn2,CNN2,1265
ENSMUSG00000004667,66420,Polr2e,POLR2E,5434
ENSMUSG00000004668,268379,Abca13,ABCA13,154664
ENSMUSG00000004677,17925,Myo9b,MYO9B,4650
ENSMUSG00000004698,79221,Hdac9,HDAC9,9734
ENSMUSG00000004707,17085,Ly9,LY9,4063
ENSMUSG00000004709,18106,Cd244a,CD244,51744
ENSMUSG00000004730,13733,Adgre1,EMR1,2015
ENSMUSG00000004748,67900,Mtfp1,MTFP1,51537
ENSMUSG00000004768,19335,Rab23,RAB23,51715
ENSMUSG00000004771,53869,Rab11a,RAB11A,8766
ENSMUSG00000004789,78920,Dlst,DLST,1743
ENSMUSG00000004791,18654,Pgf,PGF,5228
ENSMUSG00000004798,29869,Ulk2,ULK2,9706
ENSMUSG00000004814,56221,Ccl24,CCL24,6369
ENSMUSG00000004815,110524,Dgkq,DGKQ,1609
ENSMUSG00000004821,67366,Tmed11,NA,NA
ENSMUSG00000004837,71520,Grap,GRAP,10750
ENSMUSG00000004842,18736,Pou1f1,POU1F1,5449
ENSMUSG00000004843,68942,Chmp2b,CHMP2B,25978
ENSMUSG00000004846,26433,Plod3,PLOD3,8985
ENSMUSG00000004849,11769,Ap1s1,AP1S1,1174
ENSMUSG00000004864,26415,Mapk13,MAPK13,5603
ENSMUSG00000004865,20815,Srpk1,SRPK1,6732
ENSMUSG00000004872,18505,Pax3,PAX3,5077
ENSMUSG00000004880,98386,Lbr,LBR,3930
ENSMUSG00000004885,12904,Crabp2,CRABP2,1382
ENSMUSG00000004891,18008,Nes,NA,NA
ENSMUSG00000004892,12032,Bcan,BCAN,63827
ENSMUSG00000004894,73940,Hapln2,HAPLN2,60484
ENSMUSG00000004895,94315,Prcc,PRCC,5546
ENSMUSG00000004896,229503,Mettl25b,RRNAD1,51093
ENSMUSG00000004897,15191,Hdgf,HDGF,3068
ENSMUSG00000004902,71803,Slc25a18,SLC25A18,83733
ENSMUSG00000004929,50492,Thop1,THOP1,7064
ENSMUSG00000004931,57267,Apba3,APBA3,9546
ENSMUSG00000004933,17179,Matk,MATK,4145
ENSMUSG00000004934,59004,Pias4,PIAS4,51588
ENSMUSG00000004936,26395,Map2k1,MAP2K1,5604
ENSMUSG00000004937,52551,Sgta,SGTA,6449
ENSMUSG00000004939,69564,Nmrk2,NMRK2,27231
ENSMUSG00000004945,70544,Tmem242,TMEM242,729515
ENSMUSG00000004947,74198,Dtx2,DTX2,113878
ENSMUSG00000004948,22788,Zp3,ZP3,7784
ENSMUSG00000004951,15507,Hspb1,HSPB1,3315
ENSMUSG00000004952,54153,Rasa4,RASA4,10156
ENSMUSG00000004961,53420,Syt5,SYT5,6861
ENSMUSG00000004980,53379,Hnrnpa2b1,HNRNPA2B1,3181
ENSMUSG00000004988,108017,Fxyd4,FXYD4,53828
ENSMUSG00000004994,67736,Yju2b,CCDC130,81576
ENSMUSG00000004996,67873,Mri1,MRI1,84245
ENSMUSG00000005034,18749,Prkacb,PRKACB,5567
ENSMUSG00000005043,27029,Sgsh,SGSH,6448
ENSMUSG00000005045,269610,Chd5,CHD5,26038
ENSMUSG00000005054,13014,Cstb,CSTB,1476
ENSMUSG00000005057,23921,Sh2b2,SH2B2,10603
ENSMUSG00000005069,19305,Pex5,PEX5,5830
ENSMUSG00000005078,104771,Jkamp,JKAMP,51528
ENSMUSG00000005087,12505,Cd44,CD44,960
ENSMUSG00000005089,20511,Slc1a2,SLC1A2,6506
ENSMUSG00000005103,22388,Wdr1,WDR1,9948
ENSMUSG00000005107,117591,Slc2a9,SLC2A9,56606
ENSMUSG00000005124,22402,Ccn4,WISP1,8840
ENSMUSG00000005125,17988,Ndrg1,NDRG1,10397
ENSMUSG00000005131,75311,4930550C14Rik,C11orf65,160140
ENSMUSG00000005142,17159,Man2b1,MAN2B1,4125
ENSMUSG00000005148,12224,Klf5,KLF5,688
ENSMUSG00000005150,67836,Wdr83,WDR83,84292
ENSMUSG00000005161,21672,Prdx2,PRDX2,7001
ENSMUSG00000005198,20020,Polr2a,POLR2A,5430
ENSMUSG00000005202,20415,Shbg,SHBG,6462
ENSMUSG00000005204,80886,Senp3,SENP3,26168
ENSMUSG00000005220,53419,Corin,CORIN,10699
ENSMUSG00000005225,231999,Plekha8,PLEKHA8,84725
ENSMUSG00000005232,14378,G6pc2,G6PC2,57818
ENSMUSG00000005233,66442,Spc25,SPC25,57405
ENSMUSG00000005237,327954,Dnah2,DNAH2,146754
ENSMUSG00000005251,72388,Ripk4,RIPK4,54101
ENSMUSG00000005262,22230,Ufd1,UFD1L,7353
ENSMUSG00000005267,170740,Zfp287,ZNF287,57336
ENSMUSG00000005268,19116,Prlr,PRLR,5618
ENSMUSG00000005299,56384,Letm1,LETM1,3954
ENSMUSG00000005312,56085,Ubqln1,UBQLN1,29979
ENSMUSG00000005320,14186,Fgfr4,FGFR4,2264
ENSMUSG00000005338,94332,Cadm3,CADM3,57863
ENSMUSG00000005339,14125,Fcer1a,FCER1A,2205
ENSMUSG00000005354,56551,Txn2,TXN2,25828
ENSMUSG00000005355,12365,Casp14,CASP14,23581
ENSMUSG00000005357,20513,Slc1a6,SLC1A6,6511
ENSMUSG00000005360,20512,Slc1a3,SLC1A3,6507
ENSMUSG00000005362,58799,Crbn,CRBN,51185
ENSMUSG00000005364,16192,Il5ra,IL5RA,3568
ENSMUSG00000005370,17688,Msh6,MSH6,2956
ENSMUSG00000005371,225055,Fbxo11,FBXO11,80204
ENSMUSG00000005373,58805,Mlxipl,MLXIPL,51085
ENSMUSG00000005374,27368,Tbl2,TBL2,26608
ENSMUSG00000005378,66138,Bud23,WBSCR22,114049
ENSMUSG00000005397,18073,Nid1,NID1,4811
ENSMUSG00000005410,17218,Mcm5,MCM5,4174
ENSMUSG00000005413,15368,Hmox1,HMOX1,3162
ENSMUSG00000005417,26936,Mprip,MPRIP,23164
ENSMUSG00000005442,71722,Cic,CIC,23152
ENSMUSG00000005447,18476,Pafah1b3,PAFAH1B3,5050
ENSMUSG00000005465,50931,Il27ra,IL27RA,9466
ENSMUSG00000005469,18747,Prkaca,PRKACA,5566
ENSMUSG00000005470,66929,Asf1b,ASF1B,55723
ENSMUSG00000005474,59310,Myl10,MYL10,93408
ENSMUSG00000005481,68278,Ddx39a,DDX39A,10212
ENSMUSG00000005483,81489,Dnajb1,DNAJB1,3337
ENSMUSG00000005493,55993,Msh4,MSH4,4438
ENSMUSG00000005501,227334,Usp40,USP40,55230
ENSMUSG00000005503,14028,Evx1,EVX1,2128
ENSMUSG00000005505,67136,Kbtbd4,KBTBD4,55709
ENSMUSG00000005506,13046,Celf1,NA,NA
ENSMUSG00000005510,68349,Ndufs3,NDUFS3,4722
ENSMUSG00000005514,18984,Por,POR,5447
ENSMUSG00000005533,16001,Igf1r,IGF1R,3480
ENSMUSG00000005534,16337,Insr,INSR,3643
ENSMUSG00000005540,14128,Fcer2a,FCER2,2208
ENSMUSG00000005547,13087,Cyp2a5,CYP2A6,1548
ENSMUSG00000005553,11944,Atp4a,ATP4A,495
ENSMUSG00000005566,21849,Trim28,TRIM28,10155
ENSMUSG00000005575,22192,Ube2m,UBE2M,9040
ENSMUSG00000005580,11515,Adcy9,ADCY9,115
ENSMUSG00000005583,17260,Mef2c,MEF2C,4208
ENSMUSG00000005609,22083,Ctr9,CTR9,9646
ENSMUSG00000005611,17540,Irag1,MRVI1,10335
ENSMUSG00000005615,13026,Pcyt1a,PCYT1A,5130
ENSMUSG00000005621,233410,Zfp592,ZNF592,9640
ENSMUSG00000005625,19185,Psmd4,PSMD4,5710
ENSMUSG00000005628,50874,Tmod4,TMOD4,29765
ENSMUSG00000005640,23920,Insrr,INSRR,3645
ENSMUSG00000005649,29865,Cabp5,CABP5,56344
ENSMUSG00000005656,72183,Snx6,SNX6,58533
ENSMUSG00000005667,17768,Mthfd2,MTHFD2,10797
ENSMUSG00000005672,16590,Kit,KIT,3815
ENSMUSG00000005674,641376,Tomm40l,TOMM40L,84134
ENSMUSG00000005677,12355,Nr1i3,NR1I3,9970
ENSMUSG00000005681,11807,Apoa2,APOA2,336
ENSMUSG00000005682,103135,Pan2,PAN2,9924
ENSMUSG00000005683,12974,Cs,CS,1431
ENSMUSG00000005686,11717,Ampd3,AMPD3,272
ENSMUSG00000005687,68183,Bcas2,BCAS2,10286
ENSMUSG00000005696,20400,Sh2d1a,SH2D1A,4068
ENSMUSG00000005698,13018,Ctcf,CTCF,10664
ENSMUSG00000005699,56513,Pard6a,PARD6A,50855
ENSMUSG00000005705,11604,Agrp,AGRP,181
ENSMUSG00000005716,19293,Pvalb,PVALB,5816
ENSMUSG00000005718,83383,Tfap4,TFAP4,7023
ENSMUSG00000005732,19385,Ranbp1,RANBP1,5902
ENSMUSG00000005763,12503,Cd247,CD247,919
ENSMUSG00000005774,53970,Rfx5,NA,NA
ENSMUSG00000005779,19172,Psmb4,PSMB4,5692
ENSMUSG00000005800,17394,Mmp8,MMP8,4317
ENSMUSG00000005802,22785,Slc30a4,SLC30A4,7782
ENSMUSG00000005803,59010,Sqor,SQRDL,58472
ENSMUSG00000005804,18457,Bloc1s6,BLOC1S6,26258
ENSMUSG00000005813,75624,Metap1,METAP1,23173
ENSMUSG00000005823,78308,Gpr108,GPR108,56927
ENSMUSG00000005824,50930,Tnfsf14,TNFSF14,8740
ENSMUSG00000005836,14465,Gata6,GATA6,2627
ENSMUSG00000005846,66409,Rsl1d1,RSL1D1,26156
ENSMUSG00000005864,12789,Cnga2,CNGA2,1260
ENSMUSG00000005871,11789,Apc,APC,324
ENSMUSG00000005873,13476,Reep5,REEP5,7905
ENSMUSG00000005881,66366,Ergic3,ERGIC3,51614
ENSMUSG00000005882,56046,Uqcc1,UQCC1,55245
ENSMUSG00000005883,26972,Spo11,SPO11,23626
ENSMUSG00000005886,17978,Ncoa2,NCOA2,10499
ENSMUSG00000005891,19110,Prl4a1,NA,NA
ENSMUSG00000005892,22044,Trh,TRH,7200
ENSMUSG00000005893,22026,Nr2c2,NR2C2,7182
ENSMUSG00000005897,22025,Nr2c1,NR2C1,7181
ENSMUSG00000005899,77626,Smpd4,SMPD4,55627
ENSMUSG00000005907,71382,Pex1,PEX1,5189
ENSMUSG00000005917,18423,Otx1,OTX1,5013
ENSMUSG00000005936,66989,Kctd20,KCTD20,222658
ENSMUSG00000005947,16407,Itgae,ITGAE,3682
ENSMUSG00000005949,83429,Ctns,CTNS,1497
ENSMUSG00000005950,94045,P2rx5,P2RX5,5026
ENSMUSG00000005951,74637,Shpk,SHPK,23729
ENSMUSG00000005952,193034,Trpv1,TRPV1,7442
ENSMUSG00000005958,13845,Ephb3,EPHB3,2049
ENSMUSG00000005968,22156,Tuft1,TUFT1,7286
ENSMUSG00000005973,19672,Rcn1,RCN1,5954
ENSMUSG00000005980,13419,Dnase1,DNASE1,1773
ENSMUSG00000005981,68015,Trap1,TRAP1,10131
ENSMUSG00000005982,74763,Naa60,NAA60,79903
ENSMUSG00000005983,73261,1700037C18Rik,C16orf90,646174
ENSMUSG00000005986,68423,Ankrd13d,ANKRD13D,338692
ENSMUSG00000005994,22178,Tyrp1,TYRP1,7306
ENSMUSG00000006005,108989,Tpr,TPR,7175
ENSMUSG00000006007,20028,Pdc,PDC,5132
ENSMUSG00000006010,226499,Odr4,C1orf27,54953
ENSMUSG00000006014,96875,Prg4,NA,NA
ENSMUSG00000006019,71723,Dhx34,DHX34,9704
ENSMUSG00000006021,70394,Kptn,KPTN,11133
ENSMUSG00000006024,108124,Napa,NAPA,8775
ENSMUSG00000006050,24068,Sra1,SRA1,10011
ENSMUSG00000006056,76815,Calcoco2,NA,NA
ENSMUSG00000006057,11951,Atp5mc1,ATP5G1,516
ENSMUSG00000006058,27681,Snf8,SNF8,11267
ENSMUSG00000006095,66411,Tbcb,TBCB,1155
ENSMUSG00000006127,19062,Inpp5k,INPP5K,51763
ENSMUSG00000006134,12929,Crkl,CRKL,1399
ENSMUSG00000006143,69665,Upk3bl,UPK3BL,100134938
ENSMUSG00000006154,67425,Eps8l1,EPS8L1,54869
ENSMUSG00000006169,216705,Clint1,CLINT1,9685
ENSMUSG00000006179,54373,Prss16,PRSS16,10279
ENSMUSG00000006191,68916,Cdkal1,CDKAL1,54901
ENSMUSG00000006200,19202,Rhox6,NA,NA
ENSMUSG00000006204,71395,Cdcp3,NA,NA
ENSMUSG00000006205,56213,Htra1,HTRA1,5654
ENSMUSG00000006215,22642,Zbtb17,ZBTB17,7709
ENSMUSG00000006216,56365,Clcnkb,CLCNKA,1187
ENSMUSG00000006218,277743,Fam131c,FAM131C,348487
ENSMUSG00000006219,74202,Fblim1,FBLIM1,54751
